,Nivo administracije,Administrationsniveau
,Info,info
,deaktiviran:,deaktiveret:
,registracija:,registrering:
,Dali ste sigurni da želite deaktivirati korisnika:,"Er du sikker på, at du vil deaktivere brugeren:"
,Dali ste sigurni da želite ponovo aktivirati korisnika:,"Er du sikker på, at du vil genaktivere brugeren:"
,Obrada satnice!,Behandling af tidsplanen!
,Još nije bilo unosa satnica,Der var ingen indlæg endnu
,Pozdrav!,Hilsner!
,Odjava!,Log ud!
,Godina,år
,Mjesec,måned
,MBO ciljevi,MBO mål
,Zahtjevi za trening,Krav til uddannelse
,Zahtjevi za službena putovanja,Anmodninger om forretningsrejser
,Zaposlenici,medarbejdere
,Korekcije satnica,Korrektionstider
,Upravljanje satnicama,Tidsstyring
,Upravljanje korekcijama satnica,Administrer timetids korrektioner
,Godišnji/Odsustva,Årlig / Fravær
,Programi obuke,Uddannelsesprogrammer
,Zadužnice/Razdužnice,Regninger / regneark
,Organizaciona šema,Organisationsordning
,Moj MBO,Min MBO
,Moja službena putovanja,Mine forretningsrejser
,Moji treninzi,Mine træninger
,Uredi profil,Rediger profil
,Moje satnice,Min tidsplan
,Verifikacija satnica,Verifikation af fartplaner
,Verifikacija korekcija,Verifikationskorrektioner
,Zadužnice,obligationer
,Razdužnice,Razdužnice
,Pristupi,tilgange
,Korekcije,rettelser
,Bosna i Hercegovina,Bosnien-Hercegovina
,Sarajevo,Sarajevo
,Godišnji odmor predhodna godina,Det foregående års ferie
,Godišnji odmor tekuća godina,Årlig ferie i indeværende år
,Plaćeni vjerski praznici,Betalt religiøse helligdage
,Neplaćeni vjerski praznici,Ubetalte religiøse helligdage
,Plaćeno odsustvo,Betalt ferie
,Smrtni slučaj,Døden
,Darivanje krvi,Bloddonation
,Redovni rad,Regelmæssigt arbejde
,Godišnji odmor tekuca godina,Årlig ferie i indeværende år
,Ponedjeljak,mandag
,Utorak,tirsdag
,Srijeda,onsdag
,Četvrtak,torsdag
,Petak,fredag
,Subota,lørdag
,Nedjelja,søndag
