,Dozvoljeni formati JPG/PNG/GIF. Preporućene dimenzije 480x640 px (portret).,Allowed JPG / PNG / GIF formats. Recommended dimensions 480x640 px (portrait).
,Država,Country
,Države,Countries
,E-mail,E-mail
,E-mail sa uputama je poslan molimo provjerite poruke na email-u koji ste naveli u zahtjevu za reset lozinke.,"E-mail with instructions sent, please check the messages on the email you provided in the password reset request."
,Februar,February
,Fotografija,Photo
,Generiši,Generate
,Godina,Year
,Godišnji odmor predhodna godina,The previous year's vacation
,Godišnji odmor tekuca godina,Annual vacation of the current year
,Godišnji odmor tekuća godina,Annual vacation of the current year
,Godišnji/Odsustva,Annual / Absence
,Grad,City
,Gradovi,Cities
,Greška!,Error!
,ID,ID
,Ime,Name
,Ime i prezime:,Name and surname:
,Info,Info
,Informacije su uspješno sapšene!,The information has been successfully saved!
,Iskorišteno,Used
,Izaberi!,Choose!
,Izmjene su uspješno sapšene!,The changes were successfully saved!
,Izvršiti do:,Execute to:
,Januar,January
,Jezici aplikacije,Application languages
,Jezik aplikacije,Application language
,Još nije bilo unosa,There was not yet an entry
,Još nije bilo unosa satnica,There were no entries yet
,Još nije bilo unosa za:,There was not yet an entry for:
,Još niste počeli unositi satnice,You have not yet started entering the schedule
,Juli,July
,Juni,June
,Kod,Code
,Komentar,Comment
,Komentar:,Comment:
,Komentari,Comments
,Kompletiraj!,Complete!
,Kontakt Podaci,Contact Data
,Korekcije,Corrections
,Korekcije satnica,Correction times
,Korinik,Corinne
,Korisnici,Users
,Korisničko ime,User name
,Korisničko ime je zauzeto. Molimo pokušajte sa nekim drugim.,Username is taken. Please try someone else.
,Kreirao:,Created by:
,"Lista unešenih gradova, koji su obavezni za kreiranje destinacija i rezervacija.","List of cities entered, which are required to create destinations and reservations."
,Logo aplikacije,Logo application
,Lozinka,Password
,Maj,May
,Mart,March
,MBO ciljevi,MBO goals
,Menadžer administratora satnica,Time administrator manager
,Mjesec,Moon
,Moj MBO,My MBO
,Moj profil,My profile
,Moja službena putovanja,My business trips
,Moje satnice,My schedule
,Moje satnice,My schedule
,Moji treninzi,My trainings
,Moji Zadaci/Ciljevi,My Tasks / Goals
,Moji Zahtjevi,My Requests
,Na čekanju,On hold
,Na čekanju...,On hold...
,Nadređeni,Supervisor
,Nadređeni korisnik,Superior user
,Naslov aplikacije,App title
,Naslov aplikacije,App title
,Nazad na moj profil,Back to my profile
,Nazad na stranicu za prijavu,Back to Login page
,Naziv,Name
,Naziv org. jed.,Name of org. jed.
,Naziv Zadatka/Cilja,Title of Objective / Objective
,Nazivi tabova,Tab names
,Nedjelja,Sunday
,Nema dostupnih jezika.,There are no available languages.
,Nema spašenih zadataka prema odabranim parametrima.,There are no saved tasks for the selected parameters.
,Nema spašenih zahtjeva prema odabranim parametrima.,There are no saved requests for the selected parameters.
,Nema unesenih država.,No countries entered.
,Nema unesenih statusa.,No status entered.
,"Nemate ovlasti za pristup ovom dijelu aplikacije. Ukoliko je doslo do greške, kontaktirajte administratora.","You do not have the authority to access this part of the application. If an error has occurred, contact the administrator."
,Neovlašten pristup,Unauthorized access
,Neplaćeni vjerski praznici,Unpaid religious holidays
,Neuspješno!,Unsuccessful!
,Nivo administracije,Level of administration
,Novembar,November
,Novi unos,New entry
,Obrada satnice!,Processing the schedule!
,Obrada zahtjeva!,Processing the request!
,Obradio:,Processed by:
,Ocjena:,Rating:
,Ocjeni!,Rate!
,Od:,From:
,Odaberi,Choose
,Odaberi...,Choose ...
,ODBIJENO,REJECTED
,Odbijeno,Rejected
,Odjava!,Sign out!
,ODOBRENO,APPROVED
,Odobreno,Approved
,Odustani!,Cancel!
,Oktobar,October
,Omogući vremensko ogranićenje zadatka/cilja,Enable Timing / Goal Time Limit
,Općenito,General
,Općenito,General
,Organizaciona šema,Organizational scheme
,Osnovni Podaci,Basic information
,Osnovni podaci,Basic information
,Ostali Podaci,Other Data
,Ostalo,Other
,Ostavite komentar,Leave a comment
,Period od-do:,Period from-to:
,Petak,Friday
,Plaćeni vjerski praznici,Paid religious holidays
,Plaćeno odsustvo,Paid leave
,Podešavanja,Settings
,"Pogrešan ID stranice, molimo kontaktirajte administratora.","Incorrect page ID, please contact the administrator."
,"Pogrešno korisičko ime i/ili lozinka, molimo pokušajte ponovo.","Please enter the wrong username and / or password, please try again."
,Ponedjeljak,Monday
,Poništi lozinku,Reset password
,Pozadina - BUTTONS,Background - BUTTONS
,Pozadina aplikacije,Background of the application
,Pozadina gornje trake - HEADER,Background bar - HEADER
,Pozdrav!,Hello!
,Pozicija,Position
,"Poštovani,","Hello,"
,Pregled,Overview
,Pregled/obrada zadatka,Overview / task processing
,Pretraga zaposlenih,Search for employees
,Prezime,Surname
,Prihvati zadatak,Accept the task
,Prihvaćen,Accepted
,Prijava!,Login!
,Prikaži,Show
,Prikaži kalendar,Show calendar
,Pristupi,Approach
,Programi obuke,Training programs
,PTT,PTT
,Razdužnice,Sprays
,Redovni rad,Regular work
,registracija:,registration:
,Rezultati pretrage za:,Search results for:
,Role,Role
,Sakrij,Hide
,Sarajevo,Sarajevo
,Satnice,Schedule
,Sektor,Sector
,Septembar,September
,Skriveni Tabovi,Hidden Tabs
,Smrtni slučaj,Death case
,SMTP host,SMTP host
,SMTP korisnik,SMTP user
,SMTP lozinka,SMTP password
,SMTP parametri,SMTP parameters
,SMTP port,SMTP port
,SMTP sigurnost,SMTP security
,SMTP status,SMTP status
,Spasi!,Save it!
,Spasi!,Save it!
,Spašeno,Saved
,Srijeda,Wednesday
,Status,Status
,Status zahtjeva:,Request Status:
,Statusi satnice,Hourly status
,stavke su završene. sada možete Zadatak oznaćiti završenim.,Items are completed. you can now mark the task completed.
,Subota,Saturday
,Svi,Everyone
,Tekst i ikona - BUTTONS,Text and icon - BUTTONS
,Telefon,Phone
,Traži...,Search ...
,u obradi...,in processing ...
,"Ukoliko je SMTP neaktivan ili su parametri nepotupni, sistem ce koristiti standardnu PHP MAIL() funkciju.","If SMTP is inactive or the parameters are not available, the system will use the standard PHP MAIL () function."
,Ukupno,Total
,Unesena e-ail adresa nije pronađena u bazi.,The entered e-mail address was not found in the database.
,Upravljanje korekcijama satnica,Manage Hourly Time Corrections
,Upravljanje satnicama,Time management
,Uredi profil,Edit profile
,Uredi profil,Edit profile
,Uspješno ste se odjavili.,You have successfully signed out.
,Uspješno!,Successfully!
,Utorak,Tuesday
,Vaš korisnički nalog je deaktiviran.,Your account is deactivated.
,Vaš račun je deaktiviran. Za više informacija kontaktirajte  nas.,Your account has been deactivated. For more information contact us.
,Vaša e-mail adresa,Your e-mail address
,Verifikacija korekcija,Verification corrections
,Verifikacija satnica,Verification of timetables
,Zaboravili ste lozinku?,Forgot your password?
,Zadaci/Ciljevi,Tasks / Goals
,"Zadatak je oznaćen kao završen. , i sada možete ostaviti ocjenu i oznaćiti kao potpuno kompletiran zadatak. Ukoliko želite ostaviti komentar, dodajte prije ocjene.","The task is marked as completed. , and you can now leave the grade and mark it as a complete task. If you want to leave a comment, add it before the rating."
,"Zadatak je završen i ocjenjen, a s tim su i komentari zatvoreni.","The task was completed and evaluated, and with this the comments were closed."
,Zadatak jos nije prihvaćen od strane zaduženog korinika7.,The task has not yet been accepted by the indebted korinki7.
,"Zadatak jos nije prihvaćen sa Vaše strane, i zbog toga nije moguće obraditi stavke zadatka.","The task is not yet accepted by you, and therefore it is not possible to process the task items."
,"Zadatak/Cilj je oznaćen kao završen, te zbog toga nemožete mijenjati status zadatka. Ovdje možete pratiti kometare i ocjenu zadatka.","Task / Goal is marked as completed, and therefore you can not change the status of the task. You can follow cometers here and evaluate the task here."
,Zadatak/Cilj za korinika:,Task / Target for the Corner:
,Zadatak/Cilj:,Task / Goal:
,Zaduženi:,Responsible:
,Zadužnice,Bills
,Zadužnice/Razdužnice,Bills / Spreadsheets
,Zahtjev kreiran:,Request created:
,Zahtjev odbijen:,Request denied:
,Zahtjev odobren:,Request approved:
,Zahtjev za G.O.,Request for G.O.
,Zahtjevi,Requests
,Zahtjevi za G.O.,Requests for G.O.
,Zahtjevi za službena putovanja,Requests for business trips
,Zahtjevi za službeno putovanje,Requests for official travel
,Zahtjevi za trening,Requirements for training
,Zaposlenici,Employees
,Zaposlenik,Employee
,"Zatražili ste reset lozinke, nova je u prilogu.","You have requested reset password, new is attached."
,Završen,Completed
,Završi zadatak,Finish the task
,Četvrtak,Thursday
,Орг. јединица,Org. Unit
,Ažuriraj satnice,Update timetables
,Ažuriraj satnice (slobodan period),Update timetables (arbitrary interval)
