,Dodaj komentar!,Προσθέστε ένα σχόλιο!
,"Zadatak je završen i ocjenjen, a s tim su i komentari zatvoreni.",Ο στόχος ολοκληρώθηκε και αξιολογήθηκε και με αυτόν τον τρόπο ολοκληρώθηκαν τα σχόλια.
,Ocjena:,Βαθμολογία:
,Pozicija,Θέση
,Sektor,Τομέα
,Nadređeni korisnik,Άριστος χρήστης
,Datum registracije,Ημερομηνία εγγραφής
,Datum reaktivacije,Ημερομηνία επανενεργοποίησης
,Satnice,Πρόγραμμα
,Dodaj godinu,Προσθήκη έτους
,Dodaj mjesec,Προσθέστε μήνα
,Još niste počeli unositi satnice,Δεν έχετε αρχίσει ακόμη να εισάγετε το πρόγραμμα
,Aktivni,Ενεργός
,Arhiva,Αρχείο
,Zahtjev za G.O.,Αίτημα για G.O.
,Od:,Από:
,Do:,Για:
,Na čekanju...,Αναμονή ...
,Zahtjev kreiran:,Αίτηση δημιουργήθηκε:
,Zahtjev odobren:,Αίτηση έγκρισης:
,Zahtjev odbijen:,Η αίτηση απορρίφθηκε:
,Dali ste sigurni da želite poništiti zahtjev?,Είστε βέβαιοι ότι θέλετε να ακυρώσετε την αίτηση;
,Dali ste sigurni da želite arhivirati zahtjev?,Είστε βέβαιοι ότι θέλετε να αρχειοθετήσετε το αίτημα;
,Nema spašenih zahtjeva prema odabranim parametrima.,Δεν υπάρχουν αποθηκευμένα αιτήματα για τις επιλεγμένες παραμέτρους.
,Na čekanju,Αναμονή
,Prihvaćen,Αποδεκτό
,Završen,Ολοκληρώθηκε
,Dali ste sigurni da želite arhivirati zadatak?,Είστε βέβαιοι ότι θέλετε να αρχειοθετήσετε την εργασία;
,Nema spašenih zadataka prema odabranim parametrima.,Δεν υπάρχουν αποθηκευμένες εργασίες για τις επιλεγμένες παραμέτρους.
,Neovlašten pristup,Μη εξουσιοδοτημένη πρόσβαση
,"Nemate ovlasti za pristup ovom dijelu aplikacije. Ukoliko je doslo do greške, kontaktirajte administratora.","Δεν έχετε την εξουσιοδότηση για πρόσβαση σε αυτό το τμήμα της εφαρμογής. Εάν παρουσιαστεί σφάλμα, επικοινωνήστε με τον διαχειριστή."
,Nazad na moj profil,Πίσω στο προφίλ μου
,Zahtjevi za G.O.,Αιτήματα για G.O.
,Obrada zahtjeva!,Επεξεργασία της αίτησης!
,Status zahtjeva:,Κατάσταση αιτήματος:
,Komentar,Σχόλιο
,Gradovi,Πόλεις
,"Lista unešenih gradova, koji su obavezni za kreiranje destinacija i rezervacija.","Κατάλογος των καταχωρημένων πόλεων, οι οποίες απαιτούνται για τη δημιουργία προορισμών και κρατήσεων."
,Naziv,Όνομα
,Dali ste sigurni da želite brisati:,Είστε βέβαιοι ότι θέλετε να διαγράψετε:
,Još nije bilo unosa,Δεν υπήρχε ακόμα εισιτήριο
,Općenito,Γενικά
,Naslov aplikacije,Τίτλος εφαρμογής
,Dozvoljeni formati JPG/PNG/GIF. Preporućene dimenzije 400x200 px.,Επιτρεπόμενες μορφές JPG / PNG / GIF. Προτεινόμενες διαστάσεις 400x200 px.
,Boje aplikacije,Χρώματα εφαρμογών
,Pozadina aplikacije,Ιστορικό της αίτησης
,Boja teksta aplikacije,Χρώμα κειμένου εφαρμογής
,Pozadina gornje trake - HEADER,Γραμμή φόντου - HEADER
,Boja teksta gornje trake - HEADER,Χρώμα κειμένου της άνω ταινίας - HEADER
,Boja teksta gornje trake - HEADER (:hover :active),Χρώμα κειμένου της κορυφαίας κορδέλας - HEADER (: αιωρείται: ενεργή)
,"Boja naslova (H1,H2,H3,H4,H5,H6)","Χρώμα τίτλου (H1, H2, H3, H4, H5, H6)"
,Pozadina - BUTTONS,Ιστορικό - ΚΟΥΜΠΙΑ
,Tekst i ikona - BUTTONS,Κείμενο και εικονίδιο - ΚΟΥΜΠΙΑ
,SMTP parametri,Παραμέτρους SMTP
,SMTP status,Κατάσταση SMTP
,"Ukoliko je SMTP neaktivan ili su parametri nepotupni, sistem ce koristiti standardnu PHP MAIL() funkciju.","Εάν το SMTP είναι ανενεργό ή οι παράμετροι δεν είναι διαθέσιμες, το σύστημα θα χρησιμοποιήσει τη συνήθη λειτουργία PHP MAIL ()."
,SMTP host,SMTP host
,SMTP korisnik,Χρήστης SMTP
,SMTP lozinka,Κωδικός πρόσβασης SMTP
,SMTP port,Θύρα SMTP
,SMTP sigurnost,Ασφάλεια SMTP
,Jezici aplikacije,Γλώσσες εφαρμογής
,Kod,Κωδικός
,Statusi satnice,Ωριαία κατάσταση
,Direkcija teksta,Κατεύθυνση του κειμένου
,Dali ste sigurni da želite poništiti zadatak?,Είστε βέβαιοι ότι θέλετε να ακυρώσετε την εργασία;
,Zadatak jos nije prihvaćen od strane zaduženog korinika7.,Το καθήκον δεν έχει ακόμη γίνει αποδεκτό από το χρεωμένο korinki7.
,Ocjeni!,Βαθμολογήστε!
,u obradi...,στην επεξεργασία ...
,"Zadatak je oznaćen kao završen. , i sada možete ostaviti ocjenu i oznaćiti kao potpuno kompletiran zadatak. Ukoliko želite ostaviti komentar, dodajte prije ocjene.","Η εργασία έχει επισημανθεί ως ολοκληρωμένη. , και μπορείτε τώρα να αφήσετε τον βαθμό και να τον χαρακτηρίσετε ως πλήρη εργασία. Αν θέλετε να αφήσετε ένα σχόλιο, προσθέστε το πριν από την αξιολόγηση."
,Kompletiraj!,Πλήρης!
,Zadatak/Cilj za korinika:,Εργασία / Στόχος για τη Γωνία:
,Zadatak/Cilj:,Εργασία / στόχος:
,Naziv Zadatka/Cilja,Τίτλος του στόχου / στόχος
,Dodaj polje,Προσθέστε ένα πεδίο
,Omogući vremensko ogranićenje zadatka/cilja,Ενεργοποίηση χρονικού ορίου χρονικού ορίου / στόχου
,Traži...,Αναζήτηση ...
,Svi,Όλοι
,Rezultati pretrage za:,Αποτελέσματα αναζήτησης για:
,Deaktivirani korisnici,Απενεργοποιημένοι χρήστες
,ID,ID
,Korinik,Corinne
,Nivo administracije,Επίπεδο χορήγησης
,Info,Πληροφορίες
,deaktiviran:,απενεργοποιημένο:
,registracija:,εγγραφή:
,Dali ste sigurni da želite deaktivirati korisnika:,Είστε βέβαιοι ότι θέλετε να απενεργοποιήσετε το χρήστη:
,Dali ste sigurni da želite ponovo aktivirati korisnika:,Είστε βέβαιοι ότι θέλετε να ενεργοποιήσετε εκ νέου τον χρήστη:
,Obrada satnice!,Επεξεργασία του προγράμματος!
,Još nije bilo unosa satnica,Δεν υπήρχαν ακόμα καταχωρήσεις
,Pozdrav!,Γεια σας!
,Odjava!,Αποσυνδεθείτε!
,Godina,Έτος
,Mjesec,Σελήνη
,MBO ciljevi,Στόχοι ΜΒΟ
,Zahtjevi za trening,Απαιτήσεις για εκπαίδευση
,Zahtjevi za službena putovanja,Αιτήματα για επαγγελματικά ταξίδια
,Zaposlenici,Εργαζόμενοι
,Korekcije satnica,Χρόνοι διόρθωσης
,Upravljanje satnicama,Διαχείριση χρόνου
,Upravljanje korekcijama satnica,Διαχείριση διορθώσεων ωριαίας ώρας
,Godišnji/Odsustva,Ετήσια / απουσία
,Programi obuke,Προγράμματα κατάρτισης
,Zadužnice/Razdužnice,Γραμμάτια / υπολογιστικά φύλλα
,Organizaciona šema,Οργανόγραμμα
,Moj MBO,Το MBO μου
,Moja službena putovanja,Τα επαγγελματικά μου ταξίδια
,Moji treninzi,Οι ασκήσεις μου
,Uredi profil,Επεξεργασία προφίλ
,Moje satnice,Το μου χρονοδιάγραμμα
,Verifikacija satnica,Επαλήθευση χρονοδιαγραμμάτων
,Verifikacija korekcija,Διορθώσεις επαλήθευσης
,Zadužnice,Λογαριασμοί
,Razdužnice,Σπρέι
,Pristupi,Προσέγγιση
,Korekcije,Διορθώσεις
,Bosna i Hercegovina,Βοσνία και Ερζεγοβίνη
,Sarajevo,Σαράγεβο
,Godišnji odmor predhodna godina,Οι διακοπές του προηγούμενου έτους
,Godišnji odmor tekuća godina,Ετήσιες διακοπές του τρέχοντος έτους
,Plaćeni vjerski praznici,Αμειβόμενες θρησκευτικές αργίες
,Neplaćeni vjerski praznici,Αμειβόμενες θρησκευτικές αργίες
,Plaćeno odsustvo,Αμειβόμενη άδεια
,Smrtni slučaj,Θάνατος
,Darivanje krvi,Αιμοδοσία
,Redovni rad,Τακτική εργασία
,Godišnji odmor tekuca godina,Ετήσιες διακοπές του τρέχοντος έτους
,Ponedjeljak,Δευτέρα
,Utorak,Τρίτη
,Srijeda,Τετάρτη
,Četvrtak,Πέμπτη
,Petak,Παρασκευή
,Subota,Σάββατο
,Nedjelja,Κυριακή
,Dodaj trening,Προσθέστε εκπαίδευση
,Zahtjevi za službeno putovanje,Αιτήσεις για επίσημα ταξίδια
,Pretraga zaposlenih,Αναζήτηση υπαλλήλων
,Орг. јединица,Org. μονάδα
,Ime i prezime:,Όνομα και επώνυμο:
,Prikaži kalendar,Εμφάνιση ημερολογίου
,Odustani!,Ακύρωση!
,Izaberi!,Επιλέξτε!
,B-1 sa regijama,B-1 με περιοχές
,Naziv org. jed.,Όνομα οργανισμού. ύδωρ.
,Općenito,Γενικά
,Naslov aplikacije,Τίτλος εφαρμογής
,Logo aplikacije,Εφαρμογή λογότυπου
,Dozvoljeni formati JPG/PNG/GIF. Preporućene dimenzije 400x200 px.,Επιτρεπόμενες μορφές JPG / PNG / GIF. Προτεινόμενες διαστάσεις 400x200 px.
,Boje aplikacije,Χρώματα εφαρμογών
,Skriveni Tabovi,Κρυφές καρτέλες
,Nazivi tabova,Τα ονόματα καρτελών
,Role,Ρόλος
,Spasi!,Αποθηκεύστε το!
