,u obradi...,a feldolgozás ...
,"Zadatak je oznaćen kao završen. , i sada možete ostaviti ocjenu i oznaćiti kao potpuno kompletiran zadatak. Ukoliko želite ostaviti komentar, dodajte prije ocjene.","A feladat befejeződött. , és most elhagyhatja a fokozatot, és teljes feladatként kijelölheti. Ha meg szeretné hagyni a megjegyzést, add hozzá a minősítés előtt."
,Kompletiraj!,Kész!
,Zadatak/Cilj za korinika:,A sarok feladata / célpontja:
,Zadatak/Cilj:,Feladat / cél:
,Naziv Zadatka/Cilja,Cél / célkitűzés címe
,Dodaj polje,Tegyen egy mezőt
,Omogući vremensko ogranićenje zadatka/cilja,Időzítés / célidő korlátozása
,Traži...,Keresés ...
,Svi,minden
,Rezultati pretrage za:,Keresési eredmények ehhez ::
,Deaktivirani korisnici,Deaktivált felhasználók
,ID,ID
,Korinik,a Felhasználó
,Nivo administracije,Az alkalmazás szintje
,Info,info
,deaktiviran:,kikapcsolva:
,registracija:,regisztráció:
,Dali ste sigurni da želite deaktivirati korisnika:,Biztosan el szeretné kapcsolni a felhasználót:
,Dali ste sigurni da želite ponovo aktivirati korisnika:,"Biztos benne, hogy újraaktiválja a felhasználót:"
,Obrada satnice!,A menetrend feldolgozása!
,Još nije bilo unosa satnica,Még nem volt bejegyzés
,Pozdrav!,Üdvözlet!
,Odjava!,Kijelentkezés!
,Godina,év
,Mjesec,hónap
,MBO ciljevi,MBO célok
,Zahtjevi za trening,A képzésre vonatkozó követelmények
,Zahtjevi za službena putovanja,Üzleti utakra vonatkozó kérelmek
,Zaposlenici,alkalmazottak
,Korekcije satnica,Korrekciós idők
,Upravljanje satnicama,Időkezelés
,Upravljanje korekcijama satnica,Óránkénti időjavítások kezelése
,Godišnji/Odsustva,Éves / hiányzó
,Programi obuke,Képzési programok
,Zadužnice/Razdužnice,Számlák / táblázatok
,Organizaciona šema,Szervezeti rendszer
,Moj MBO,Az én MBO
,Moja službena putovanja,Üzleti útjaim
,Moji treninzi,A tréningem
,Uredi profil,Profil szerkesztése
,Moje satnice,Az én menetrendem
,Verifikacija satnica,A menetrendek ellenőrzése
,Verifikacija korekcija,Ellenőrző korrekciók
,Zadužnice,záloglevelek
,Razdužnice,Razdužnice
,Pristupi,megközelítések
,Korekcije,korrekciók
,Bosna i Hercegovina,Bosznia és Hercegovina
,Sarajevo,Szarajevó
,Godišnji odmor predhodna godina,Az előző évi vakáció
,Godišnji odmor tekuća godina,Az évenkénti éves szabadság
,Plaćeni vjerski praznici,Fizetett vallási ünnepek
,Neplaćeni vjerski praznici,Nem fizetett vallási ünnepek
,Plaćeno odsustvo,Fizetett szabadság
,Smrtni slučaj,halál
,Darivanje krvi,Véradományozás
,Redovni rad,Rendszeres munka
,Godišnji odmor tekuca godina,Az évenkénti éves szabadság
,Ponedjeljak,hétfő
,Utorak,kedd
,Srijeda,szerda
,Četvrtak,csütörtök
,Petak,péntek
,Subota,szombat
,Nedjelja,vasárnap
,Dodaj trening,Képzés hozzáadása
,Zahtjevi za službeno putovanje,Hivatalos utazás iránti kérelmek
,Pretraga zaposlenih,Alkalmazottak keresése
,Орг. јединица,Org. egység
,Ime i prezime:,Név és vezetéknév:
,Prikaži kalendar,Naptár megjelenítése
,Odustani!,Add fel!
,Izaberi!,Válasszon!
,B-1 sa regijama,B-1 régiókkal
,Naziv org. jed.,A szervezet neve. étel.
,Općenito,áttekintés
,Naslov aplikacije,Alkalmazás címe
,Logo aplikacije,Logo alkalmazás
,Dozvoljeni formati JPG/PNG/GIF. Preporućene dimenzije 400x200 px.,Engedélyezett JPG / PNG / GIF formátumok. Javasolt méretek: 400x200 px.
,Boje aplikacije,Alkalmazási színek
,Skriveni Tabovi,Rejtett lapok
,Nazivi tabova,Tab neve
,Role,szerep
,Spasi!,Mentse el!
